"pathway","human_entities","R. norvegicus_entities","M. musculus_entities","D. rerio_entities","C. elegans_entities","D. melanogaster_entities","S. cerevisiae_entities","human_reactions","R. norvegicus_reactions","M. musculus_reactions","D. rerio_reactions","C. elegans_reactions","D. melanogaster_reactions","S. cerevisiae_reactions"
"R-HSA-5619114",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5619115",277,0,0,0,0,0,0,87,0,0,0,0,0,0
"R-HSA-5619507",116,45,50,38,27,27,18,43,31,31,31,31,31,31
"R-HSA-5620912",99,85,88,72,9,20,5,9,9,9,9,9,8,9
"R-HSA-5620916",25,19,19,19,15,16,10,10,10,10,10,10,10,6
"R-HSA-5620920",55,43,47,41,34,33,16,27,19,27,27,27,19,8
"R-HSA-5620922",24,23,23,17,16,16,7,5,5,5,5,5,5,2
"R-HSA-5620924",56,45,46,38,30,31,2,12,12,12,12,12,12,8
"R-HSA-5620971",34,20,20,16,8,7,5,23,16,16,15,2,6,2
"R-HSA-5621480",65,8,8,8,2,3,0,12,10,10,11,5,3,0
"R-HSA-5621481",203,98,100,91,51,67,41,68,57,57,52,23,35,11
"R-HSA-5621575",30,10,10,10,3,6,0,11,10,10,10,4,9,0
"R-HSA-5624138",7,0,4,4,3,0,0,8,0,8,8,8,0,0
"R-HSA-5624958",3,2,2,2,1,1,0,4,4,4,4,4,4,0
"R-HSA-5625740",80,35,39,24,12,12,5,20,20,20,20,15,15,11
"R-HSA-5625886",49,14,16,6,2,2,2,11,11,11,11,8,8,8
"R-HSA-5625900",23,14,15,13,5,5,2,6,6,6,6,5,5,1
"R-HSA-5625970",12,9,9,7,4,4,1,2,2,2,2,2,2,2
"R-HSA-5626467",36,22,22,15,9,13,4,5,5,5,5,5,5,5
"R-HSA-5626978",6,6,6,6,1,1,1,3,3,3,3,1,1,1
"R-HSA-5627083",4,2,3,3,2,1,0,3,3,3,3,3,3,0
"R-HSA-5627117",24,14,15,13,7,8,2,7,6,6,6,6,6,2
"R-HSA-5627123",27,18,19,16,10,12,6,15,15,15,14,12,14,8
"R-HSA-5628897",126,69,72,68,25,48,9,34,22,25,24,15,18,5
"R-HSA-5632681",8,5,5,5,1,1,0,4,4,4,4,3,3,0
"R-HSA-5632684",92,75,75,71,47,56,35,37,31,31,29,20,26,5
"R-HSA-5632927",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5632928",3,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5632968",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5632987",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5633007",178,125,129,120,65,78,55,98,76,78,75,36,55,26
"R-HSA-5633008",83,27,27,26,6,12,5,68,37,35,37,10,23,6
"R-HSA-5633231",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5635838",20,13,13,11,5,7,0,9,9,9,7,7,7,0
"R-HSA-5635851",8,1,1,1,0,0,0,4,1,1,1,0,0,0
"R-HSA-5637810",22,0,0,0,0,0,0,18,0,0,0,0,0,0
"R-HSA-5637812",22,0,0,0,0,0,0,18,0,0,0,0,0,0
"R-HSA-5637815",26,0,0,0,0,0,0,23,0,0,0,0,0,0
"R-HSA-5638302",8,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5638303",8,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5649702",12,7,7,6,0,3,1,9,9,9,9,0,6,1
"R-HSA-5651801",23,19,19,17,16,16,14,6,6,6,6,6,6,6
"R-HSA-5652084",27,7,7,5,4,3,2,7,7,7,5,4,3,2
"R-HSA-5652227",11,2,2,1,2,1,1,2,2,2,1,2,1,1
"R-HSA-5653656",824,589,597,491,276,312,156,252,240,241,241,188,186,162
"R-HSA-5653890",8,1,3,2,0,1,0,3,1,3,3,0,1,0
"R-HSA-5654219",22,11,11,10,2,2,0,3,3,3,3,3,3,0
"R-HSA-5654221",25,13,13,12,3,1,0,3,3,3,3,3,2,0
"R-HSA-5654227",18,8,8,7,3,1,0,3,3,3,3,3,2,0
"R-HSA-5654228",19,10,11,10,3,1,0,3,3,3,3,3,2,0
"R-HSA-5654687",42,20,20,17,5,4,1,24,24,24,24,23,23,4
"R-HSA-5654688",30,11,11,9,2,2,1,4,4,4,4,4,4,2
"R-HSA-5654689",28,13,13,12,2,1,0,7,7,7,7,6,6,0
"R-HSA-5654693",31,14,14,11,3,3,1,9,9,9,9,9,9,2
"R-HSA-5654695",31,15,15,14,3,0,0,7,7,7,7,6,0,0
"R-HSA-5654696",42,19,19,16,6,3,1,23,23,23,23,22,10,4
"R-HSA-5654699",33,13,13,11,3,1,1,4,4,4,4,4,2,2
"R-HSA-5654700",34,16,16,13,4,2,1,9,9,9,9,9,6,2
"R-HSA-5654704",26,8,8,6,3,1,1,4,4,4,4,4,2,2
"R-HSA-5654706",27,11,11,8,4,2,1,9,9,9,9,9,6,2
"R-HSA-5654708",35,14,14,11,6,3,1,23,23,23,23,22,10,4
"R-HSA-5654710",24,10,10,9,3,0,0,7,7,7,7,6,0,0
"R-HSA-5654712",28,13,14,11,4,2,1,9,9,9,9,9,6,2
"R-HSA-5654716",36,16,17,14,6,3,1,23,23,23,23,22,10,4
"R-HSA-5654719",27,10,11,9,3,1,1,4,4,4,4,4,2,2
"R-HSA-5654720",25,12,13,12,3,0,0,7,7,7,7,6,0,0
"R-HSA-5654726",39,19,19,17,3,6,1,15,13,13,14,6,11,7
"R-HSA-5654727",41,21,21,18,3,4,1,14,13,13,13,5,8,7
"R-HSA-5654732",34,16,16,13,3,4,1,14,13,13,13,5,8,7
"R-HSA-5654733",35,18,19,16,3,4,1,14,13,13,13,5,8,7
"R-HSA-5654736",62,31,31,28,9,10,2,48,45,45,47,36,40,11
"R-HSA-5654738",88,53,53,48,26,27,17,46,45,45,45,35,22,15
"R-HSA-5654741",53,23,23,19,8,9,2,43,41,41,41,32,19,11
"R-HSA-5654743",51,24,25,21,7,7,2,41,40,40,40,29,18,11
"R-HSA-5655253",57,0,0,0,0,0,0,28,0,0,0,0,0,0
"R-HSA-5655291",18,0,0,0,0,0,0,15,0,0,0,0,0,0
"R-HSA-5655302",48,0,0,0,0,0,0,35,0,0,0,0,0,0
"R-HSA-5655332",32,0,0,0,0,0,0,28,0,0,0,0,0,0
"R-HSA-5655799",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5655862",21,13,13,12,10,12,9,3,3,3,3,3,3,3
"R-HSA-5656121",20,13,13,12,9,13,9,3,3,3,3,3,3,3
"R-HSA-5656169",35,27,27,23,18,20,15,9,9,9,9,9,9,8
"R-HSA-5656364",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5657560",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5657562",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5657655",2,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5658034",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5658208",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5658442",71,62,62,58,38,43,35,5,5,5,5,2,4,4
"R-HSA-5658471",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5658623",14,9,9,9,2,1,0,2,2,2,2,2,2,0
"R-HSA-5659729",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5659735",14,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5659898",8,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-5659996",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5660489",6,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-5660526",21,3,3,1,0,0,0,31,10,10,4,0,0,0
"R-HSA-5660668",8,3,3,2,0,0,0,4,3,3,3,0,0,0
"R-HSA-5660686",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5660724",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5660862",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5660883",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5661231",16,3,3,1,0,0,0,27,10,10,4,0,0,0
"R-HSA-5661270",21,5,5,5,5,5,3,6,5,5,5,5,5,3
"R-HSA-5662702",28,4,5,5,3,0,0,11,4,5,5,5,0,0
"R-HSA-5662853",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5663020",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5663084",81,0,0,0,0,0,0,44,0,0,0,0,0,0
"R-HSA-5663202",450,0,0,0,0,0,0,448,0,0,0,0,0,0
"R-HSA-5663205",1331,0,0,0,0,0,0,751,0,0,0,0,0,0
"R-HSA-5663213",41,27,28,25,15,16,8,10,10,10,10,10,10,7
"R-HSA-5663220",149,112,115,98,33,43,15,27,24,24,22,18,21,6
"R-HSA-5666185",10,7,8,7,3,2,0,6,6,6,6,5,5,0
"R-HSA-5668541",104,93,93,70,39,49,37,43,41,41,34,5,19,5
"R-HSA-5668599",38,15,16,13,3,3,4,14,14,14,14,3,3,7
"R-HSA-5668914",408,0,0,0,0,0,0,191,0,0,0,0,0,0
"R-HSA-5669034",30,27,27,12,0,1,0,13,13,13,8,0,1,0
"R-HSA-5673000",41,19,19,17,9,7,2,12,12,12,12,8,8,2
"R-HSA-5673001",322,221,227,201,102,99,44,75,66,66,64,49,49,16
"R-HSA-5674135",49,30,31,28,14,15,0,12,12,12,12,12,10,0
"R-HSA-5674400",29,0,0,0,0,0,0,18,0,0,0,0,0,0
"R-HSA-5674404",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5674499",8,3,3,3,1,1,0,3,3,3,3,1,1,0
"R-HSA-5675221",49,30,30,28,10,11,2,17,15,15,15,9,11,1
"R-HSA-5675482",38,23,23,21,3,11,2,18,16,16,15,4,11,2
"R-HSA-5676590",61,54,54,51,39,47,37,9,7,7,7,3,7,3
"R-HSA-5676594",17,14,14,6,0,1,0,12,12,12,10,0,5,0
"R-HSA-5676934",19,6,6,6,3,3,0,7,3,3,3,3,3,0
"R-HSA-5678420",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5678520",7,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5678771",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5678895",66,0,0,0,0,0,0,7,0,0,0,0,0,0
"R-HSA-5679001",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5679090",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5679096",6,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5682113",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5682294",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5682910",14,14,14,13,3,3,0,5,5,5,5,4,4,0
"R-HSA-5683057",380,255,261,235,115,114,52,122,102,102,100,65,67,31
"R-HSA-5683177",4,0,0,0,0,0,0,2,0,0,0,0,0,0
"R-HSA-5683329",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5683371",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5683678",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5683826",52,20,23,21,5,6,1,29,27,28,28,11,5,3
"R-HSA-5684045",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5684264",18,9,10,8,4,5,4,8,8,8,8,4,4,4
"R-HSA-5684996",329,223,229,204,103,100,45,82,72,72,70,51,51,18
"R-HSA-5685938",39,31,31,30,19,22,16,6,5,5,5,5,5,4
"R-HSA-5685939",15,8,8,8,3,7,3,8,8,8,8,8,8,8
"R-HSA-5685942",72,58,58,50,29,34,26,19,19,19,19,14,16,16
"R-HSA-5686938",36,13,15,7,2,2,1,12,10,10,8,2,2,1
"R-HSA-5687128",106,78,78,75,48,54,40,40,30,30,30,14,16,13
"R-HSA-5687583",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5687613",16,0,0,0,0,0,0,7,0,0,0,0,0,0
"R-HSA-5687868",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5688031",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5688354",1,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5688399",5,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5688426",288,211,225,196,93,126,62,77,75,75,75,58,65,42
"R-HSA-5688849",8,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5688890",8,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5689603",98,80,84,76,49,65,39,11,11,11,11,8,11,7
"R-HSA-5689877",13,7,8,8,5,5,2,6,4,4,4,4,4,3
"R-HSA-5689880",206,151,158,135,76,94,54,40,40,40,40,38,39,28
"R-HSA-5689896",43,24,26,22,9,11,2,14,14,14,14,5,8,2
"R-HSA-5689901",32,17,20,16,5,5,2,6,6,6,6,3,3,2
"R-HSA-5690338",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-5690714",72,29,25,6,2,2,0,4,4,4,3,2,2,0
"R-HSA-5693532",168,122,125,106,52,60,40,111,107,107,106,99,100,93
"R-HSA-5693537",37,28,28,23,6,10,7,10,10,10,10,7,9,9
"R-HSA-5693538",130,90,93,77,41,52,34,50,49,49,49,44,45,44
"R-HSA-5693548",15,5,5,5,3,4,3,9,8,8,8,6,8,6
"R-HSA-5693554",30,21,21,19,6,6,5,1,1,1,1,1,1,1
"R-HSA-5693565",67,41,43,34,18,16,12,39,37,37,36,36,34,30
"R-HSA-5693567",124,84,87,71,40,47,33,42,41,41,41,36,37,36
"R-HSA-5693568",36,27,27,23,6,10,7,9,9,9,9,6,8,8
"R-HSA-5693571",57,32,34,28,10,9,9,13,13,13,13,13,13,13
"R-HSA-5693579",44,37,37,35,17,20,16,8,8,8,8,6,6,6
"R-HSA-5693606",75,42,44,35,18,17,12,48,45,45,44,42,42,36
"R-HSA-5693607",90,53,56,47,26,31,21,17,17,17,17,17,16,16
"R-HSA-5693616",41,34,34,33,17,20,16,5,5,5,5,4,4,4
"R-HSA-5694530",37,26,27,26,12,13,8,12,12,12,12,10,10,7
"R-HSA-5696394",40,33,33,30,14,29,6,5,5,5,5,5,5,5
"R-HSA-5696395",47,36,37,37,24,27,22,10,10,10,10,10,10,9
"R-HSA-5696397",27,21,21,19,16,18,13,2,2,2,2,2,2,2
"R-HSA-5696398",119,100,101,95,69,82,56,37,37,37,37,37,37,36
"R-HSA-5696399",92,76,77,72,47,63,37,20,20,20,20,20,20,19
"R-HSA-5696400",41,35,35,33,28,29,23,3,3,3,3,3,3,3
"R-HSA-597592",1597,1176,1227,1020,496,599,263,526,489,493,475,401,431,329
"R-HSA-606279",54,37,40,26,5,4,5,4,4,4,4,3,3,3
"R-HSA-611105",118,94,96,95,33,88,16,19,19,19,19,13,19,11
"R-HSA-622312",34,15,15,12,4,5,2,28,27,27,21,12,12,7
"R-HSA-622323",15,11,12,12,6,5,0,4,4,4,4,4,4,0
"R-HSA-622327",17,13,14,14,8,6,0,4,4,4,4,4,4,0
"R-HSA-629587",9,6,7,7,3,4,0,2,2,2,2,2,2,0
"R-HSA-629594",13,11,11,11,7,3,0,2,2,2,2,2,2,0
"R-HSA-629597",11,9,9,9,5,2,0,2,2,2,2,2,2,0
"R-HSA-674695",88,76,78,73,64,70,62,17,17,17,17,16,17,16
"R-HSA-6781823",56,49,49,46,43,43,32,7,7,7,7,7,7,7
"R-HSA-6781827",85,71,71,66,60,61,46,17,17,17,17,17,17,17
"R-HSA-6782135",68,57,57,54,52,50,44,7,7,7,7,7,7,7
"R-HSA-6782210",66,57,57,54,50,50,43,2,2,2,2,2,2,2
"R-HSA-6782315",70,2,2,2,1,2,1,37,2,2,2,1,2,1
"R-HSA-6782861",20,0,0,0,0,0,0,8,0,0,0,0,0,0
"R-HSA-6783310",42,34,35,32,7,16,4,13,12,12,12,9,8,4
"R-HSA-6783589",30,20,20,13,1,0,0,34,31,31,32,2,0,0
"R-HSA-6783783",86,32,32,24,0,0,0,15,11,11,11,0,0,0
"R-HSA-6783984",15,4,4,4,4,4,4,3,3,3,3,3,3,3
"R-HSA-6784531",70,34,35,33,12,28,7,7,4,4,4,3,3,4
"R-HSA-6785470",45,1,1,1,1,1,0,3,2,2,2,2,2,0
"R-HSA-6785631",19,8,8,6,4,4,0,2,2,2,2,2,2,0
"R-HSA-6785807",211,69,72,54,13,13,4,47,40,40,37,9,11,3
"R-HSA-6787450",14,1,1,1,1,1,0,7,2,2,2,2,2,0
"R-HSA-6787639",21,6,6,6,5,3,0,7,7,7,7,6,4,0
"R-HSA-6788467",17,16,16,9,0,0,0,14,14,14,14,0,0,0
"R-HSA-6790901",71,51,51,50,43,46,47,8,5,5,5,4,4,5
"R-HSA-6791055",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-6791226",189,168,170,158,137,142,144,7,7,7,7,7,7,7
"R-HSA-6791312",65,38,38,36,9,9,4,42,29,29,28,12,9,4
"R-HSA-6791461",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-6791462",3,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-6791465",8,0,0,0,0,0,0,4,0,0,0,0,0,0
"R-HSA-6793080",10,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-6794361",60,44,44,43,16,16,1,19,19,19,19,19,16,2
"R-HSA-6794362",93,72,73,70,22,27,1,33,33,33,33,30,29,2
"R-HSA-6796648",89,53,52,49,43,46,37,17,11,11,11,10,10,6
"R-HSA-6798163",21,6,6,4,3,2,0,8,6,6,4,3,2,0
"R-HSA-6798695",480,392,402,342,187,201,99,10,10,10,10,10,10,10
"R-HSA-6799198",59,55,55,54,27,51,1,13,13,13,13,9,13,6
"R-HSA-6799990",13,4,4,2,0,1,0,5,4,4,2,0,1,0
"R-HSA-6802946",54,0,0,0,0,0,0,7,0,0,0,0,0,0
"R-HSA-6802948",44,0,0,0,0,0,0,6,0,0,0,0,0,0
"R-HSA-6802949",54,0,0,0,0,0,0,9,0,0,0,0,0,0
"R-HSA-6802952",73,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-6802953",9,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-6802955",54,0,0,0,0,0,0,7,0,0,0,0,0,0
"R-HSA-6802957",93,0,0,0,0,0,0,46,0,0,0,0,0,0
"R-HSA-6803157",123,55,57,23,3,8,0,58,44,45,25,3,14,0
"R-HSA-6803204",33,14,13,13,1,6,3,25,16,14,14,2,10,3
"R-HSA-6803205",28,7,7,7,3,3,2,19,7,7,9,4,5,3
"R-HSA-6803207",20,8,8,7,2,4,0,17,9,9,9,4,6,0
"R-HSA-6803211",18,6,7,7,0,1,0,7,5,5,5,0,2,0
"R-HSA-6803529",28,25,25,23,19,20,15,4,4,4,4,4,4,4
"R-HSA-6803544",13,4,4,3,1,0,0,2,2,2,1,1,0,0
"R-HSA-6804114",21,14,14,12,6,6,2,11,11,11,10,6,6,3
"R-HSA-6804115",28,18,18,17,0,1,0,14,7,7,7,0,1,0
"R-HSA-6804116",20,8,8,8,3,2,2,17,11,11,11,6,2,1
"R-HSA-6804754",4,0,0,0,0,0,0,5,0,0,0,0,0,0
"R-HSA-6804756",95,70,72,67,42,50,36,26,25,25,22,11,17,9
"R-HSA-6804757",43,25,25,24,13,17,12,30,19,19,19,13,15,9
"R-HSA-6804758",39,21,23,21,12,10,8,14,12,14,14,9,14,7
"R-HSA-6804759",17,9,9,9,0,3,0,11,9,9,9,0,4,0
"R-HSA-6804760",23,10,10,9,3,6,1,12,11,11,11,3,5,1
"R-HSA-6805567",226,119,136,41,8,8,2,34,31,30,31,12,10,1
"R-HSA-6806003",46,25,25,24,13,17,12,35,19,19,19,13,15,9
"R-HSA-6806664",9,3,3,3,0,2,0,4,4,4,4,0,2,0
"R-HSA-6806667",89,33,33,24,9,10,0,34,31,31,29,16,12,0
"R-HSA-6806834",88,62,63,47,20,17,2,49,46,46,46,25,20,7
"R-HSA-6806942",9,5,5,3,0,0,0,5,5,5,5,0,0,0
"R-HSA-6807004",25,16,16,15,8,9,1,10,9,9,9,6,6,1
"R-HSA-6807047",14,4,4,4,2,0,1,4,4,4,4,2,0,1
"R-HSA-6807062",14,4,4,4,2,0,1,4,4,4,4,2,0,1
"R-HSA-6807070",171,116,118,109,74,83,48,56,49,49,48,46,47,13
"R-HSA-6807505",94,70,72,71,57,62,34,11,11,11,11,11,11,11
"R-HSA-6807878",107,85,87,74,57,64,31,12,12,12,12,12,12,12
"R-HSA-6809371",138,81,81,41,8,8,2,27,24,23,24,11,10,1
"R-HSA-6809583",2,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-6811434",107,89,90,79,42,54,28,11,11,11,11,11,11,11
"R-HSA-6811436",63,44,44,31,23,29,10,7,7,7,7,6,6,6
"R-HSA-6811438",48,37,37,36,27,27,13,10,10,10,10,10,9,9
"R-HSA-6811440",55,40,40,36,23,27,12,20,20,20,20,20,18,18
"R-HSA-6811442",218,176,177,152,94,113,52,48,48,48,48,47,44,44
"R-HSA-6811555",17,6,7,6,4,5,2,8,8,8,8,5,8,3
"R-HSA-6811558",129,65,67,57,15,16,5,7,7,7,7,7,7,5
"R-HSA-6814122",41,35,38,35,19,20,12,11,11,11,11,11,11,11
"R-HSA-6814848",18,3,3,3,3,2,2,7,3,3,3,3,2,2
"R-HSA-68616",6,5,5,5,3,5,4,5,5,5,5,5,5,5
"R-HSA-68689",11,10,10,10,5,8,5,2,2,2,2,2,2,2
"R-HSA-68827",59,55,55,53,41,49,38,3,3,3,3,3,3,2
"R-HSA-68867",68,63,64,62,48,56,44,12,12,12,12,12,12,11
"R-HSA-68875",135,71,73,55,29,48,11,34,30,30,30,27,28,19
"R-HSA-68877",211,166,173,149,42,58,27,20,20,20,20,20,18,17
"R-HSA-68881",4,0,0,0,0,0,0,1,0,0,0,0,0,0
"R-HSA-68882",249,197,202,182,99,119,77,32,32,32,32,32,30,27
"R-HSA-68884",15,12,12,11,9,9,5,4,4,4,4,3,3,2
"R-HSA-68886",416,310,319,276,128,166,91,91,86,86,86,82,79,65
"R-HSA-68911",7,4,4,4,3,3,1,2,2,2,2,2,2,2
"R-HSA-68949",73,65,66,64,53,60,48,4,3,3,3,3,3,3
"R-HSA-68952",16,7,8,7,8,8,8,2,2,2,2,2,2,2
"R-HSA-68962",36,28,30,29,23,30,25,9,9,9,9,9,9,8
"R-HSA-69002",88,77,79,76,60,71,58,21,21,21,21,21,21,19
"R-HSA-69017",75,67,67,64,51,57,48,4,3,3,3,3,3,3
"R-HSA-69052",93,83,84,81,65,74,61,9,7,7,7,7,7,7
"R-HSA-69091",16,12,13,12,12,11,11,4,4,4,4,4,4,4
"R-HSA-69109",16,12,13,12,12,11,11,4,4,4,4,4,4,4
"R-HSA-69166",18,11,12,12,10,10,9,4,4,4,4,4,4,4
"R-HSA-69183",19,12,13,13,11,11,10,7,7,7,7,7,7,7
"R-HSA-69186",26,17,18,17,16,16,15,11,11,11,11,11,11,11
"R-HSA-69190",38,28,30,29,27,28,26,15,15,15,15,14,15,14
"R-HSA-69200",6,4,4,4,2,2,3,1,1,1,1,1,1,1
"R-HSA-69202",88,70,70,66,49,54,38,20,19,19,18,15,15,16
"R-HSA-69205",43,22,23,21,17,14,6,28,28,28,28,28,28,6
"R-HSA-69206",150,109,112,104,81,90,66,61,60,60,59,56,56,33
"R-HSA-69231",51,34,34,32,17,19,12,15,14,14,14,9,13,14
"R-HSA-69236",51,34,34,32,17,19,12,15,14,14,14,9,13,14
"R-HSA-69239",133,109,111,106,90,99,85,26,24,24,24,23,24,23
"R-HSA-69242",180,142,144,136,109,118,96,54,49,49,49,44,45,39
"R-HSA-69273",32,19,20,18,16,16,12,25,21,21,20,20,18,10
"R-HSA-69275",212,166,170,148,72,90,56,78,67,67,65,56,54,45
"R-HSA-69278",596,430,442,389,206,253,152,350,327,327,324,302,302,241
"R-HSA-69306",142,117,119,114,93,105,89,47,45,45,45,44,45,42
"R-HSA-69416",11,7,7,7,0,1,0,3,3,3,3,0,3,0
"R-HSA-69473",81,54,56,46,26,27,20,12,9,9,8,8,8,6
"R-HSA-69478",7,4,5,5,4,4,1,2,2,2,2,2,2,1
"R-HSA-69481",154,119,123,109,78,87,69,24,19,19,18,18,18,16
"R-HSA-69541",59,50,50,48,37,41,33,15,10,10,10,5,5,1
"R-HSA-69560",6,2,2,2,0,0,0,5,4,4,4,0,0,0
"R-HSA-69563",70,55,55,53,39,43,35,22,16,16,16,7,7,2
"R-HSA-69580",70,55,55,53,39,43,35,22,16,16,16,7,7,2
"R-HSA-69601",54,48,48,45,37,41,34,4,4,4,3,3,3,2
"R-HSA-69610",54,48,48,45,37,41,34,4,4,4,3,3,3,2
"R-HSA-69613",54,48,48,45,37,41,34,4,4,4,3,3,3,2
"R-HSA-69615",72,57,57,54,40,44,36,26,20,20,19,10,10,4
"R-HSA-69618",111,96,99,89,31,38,22,7,7,7,7,7,7,7
"R-HSA-69620",280,223,230,206,112,128,93,56,45,45,43,34,34,26
"R-HSA-69656",90,71,71,67,50,55,39,19,18,18,18,14,14,10
"R-HSA-69895",6,2,2,2,0,0,0,5,4,4,4,0,0,0
"R-HSA-70171",110,61,61,55,23,41,18,24,21,20,21,14,15,15
"R-HSA-70221",26,13,14,12,9,6,4,15,13,13,14,12,10,10
"R-HSA-70263",66,31,33,30,20,22,15,26,24,25,24,20,22,13
"R-HSA-70268",56,24,25,24,10,14,6,15,12,12,12,8,11,5
"R-HSA-70326",140,78,80,73,36,55,26,50,45,45,45,34,37,28
"R-HSA-70350",20,5,5,4,2,2,1,5,5,5,4,2,2,1
"R-HSA-70370",15,5,5,5,3,3,2,4,4,4,4,3,3,2
"R-HSA-70635",32,8,10,7,2,3,5,8,7,8,7,2,3,5
"R-HSA-70688",14,3,3,3,1,1,1,4,3,3,3,1,1,1
"R-HSA-70895",58,19,19,19,18,15,3,23,21,21,21,21,18,6
"R-HSA-70921",30,7,7,6,4,2,1,8,7,7,6,4,2,1
"R-HSA-71032",14,4,4,4,4,0,0,3,3,3,3,3,0,0
"R-HSA-71064",44,11,11,11,8,9,4,13,12,12,12,8,9,4
"R-HSA-71240",48,11,11,10,6,4,5,16,10,10,9,6,4,5
"R-HSA-71262",20,4,3,4,3,2,2,6,4,3,4,3,2,2
"R-HSA-71288",25,10,10,8,0,1,1,6,5,5,5,0,1,1
"R-HSA-71291",661,324,332,299,232,224,168,285,221,226,206,167,145,98
"R-HSA-71336",46,13,13,13,12,11,9,20,19,20,20,20,19,14
"R-HSA-71384",28,9,8,7,3,2,4,8,6,6,5,3,2,4
"R-HSA-71387",456,247,260,238,104,129,52,243,204,212,213,159,158,79
"R-HSA-71403",50,21,21,19,20,19,15,17,17,17,15,16,15,13
"R-HSA-71406",97,47,48,45,32,35,21,36,33,33,31,28,30,19
"R-HSA-71737",6,2,2,1,1,1,2,2,2,2,1,1,1,2
"R-HSA-72086",35,28,28,27,28,28,28,11,11,11,11,11,11,11
"R-HSA-72163",185,170,177,159,144,144,35,9,9,9,9,9,9,9
"R-HSA-72165",56,49,51,49,38,42,17,5,5,5,5,5,5,5
"R-HSA-72172",196,177,185,167,144,146,35,14,14,14,14,14,14,14
"R-HSA-72187",58,54,55,49,40,42,9,3,3,3,3,3,3,3
"R-HSA-72200",10,5,5,3,0,0,0,3,3,3,3,0,0,0
"R-HSA-72202",90,74,76,69,42,63,11,13,13,13,13,13,13,13
